頻道名稱,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
DooDoo ch. 嘟嘟,https://www.youtube.com/@doodooch.9799,2021-02-23,2,2174,337,VOICEMITH
Kuri ch. 織夢玖璃 (回南極休息中),https://www.youtube.com/@9muimui,2021-05-10,71,8798,337,
鬼風,https://www.youtube.com/@char,2013-05-18,146,6801,337,
日向葵,https://www.youtube.com/@user-hi4vm5tn4w,2020-07-08,20,8916,338,
愛野光 Vsinger,https://www.youtube.com/@ainohikaru,2021-03-30,123,8296,338,
皮耶洛‧ピエロ Ch. 🎭👑,https://www.youtube.com/@pierrot_vtuber,2022-01-17,115,9481,339,
HanaNeko Ch.,https://www.youtube.com/@hananeko822,2021-08-13,143,16853,339,
Bobby Ch.波比貓貓,https://www.youtube.com/@bobbyvtuber,2014-09-16,6,7673,340,
阿瑋Awei,https://www.youtube.com/@awei7999,2021-04-25,72,6034,340,
Tokisaki Rin ch.時崎燐【EXILE】,https://www.youtube.com/@tokisakirinchexile,2021-06-11,127,7875,340,
娜歐蜜 Naomi Ch.,https://www.youtube.com/@naomi_vtuber,2020-12-25,204,11730,340,
倪絲薄荷 TW-Vtuber,https://www.youtube.com/@-tw-vtuber1180,2021-06-10,40,5490,341,
Akiharu Sora Ch. 秋晴ソラ,https://www.youtube.com/@akiharusora,2021-11-01,111,12295,341,
泉生モチMochi Ch. ArkV MY,https://www.youtube.com/@mochich.arkvmy8046,2020-12-24,206,7931,342,ArkV
PinkCat,https://www.youtube.com/@pinkcat_vt,2013-06-02,74,13503,343,
TachiDaMo立花 Ch.,https://www.youtube.com/@tachidamo,2020-10-11,180,12486,344,
慾神 餅乾,https://www.youtube.com/@desire.cookie,2020-10-03,19,2647,345,
Yuyu ch. 幽幽,https://www.youtube.com/@yuyu06062,2021-07-16,75,8136,345,
AdolfoHasuki Ch. 阿道弗奇奇,https://www.youtube.com/@adolfohasukich.8258,2020-10-28,108,8664,345,
西尼斯塔.Sinister ch.,https://www.youtube.com/@sinisterch,2020-11-13,233,20875,345,
大桶哥 Da Ton Brother Ch.,https://www.youtube.com/@dtbvt,2021-08-30,275,14812,347,烏洛工作室
瑪瑙イノシ,https://www.youtube.com/@user-hx6sg1vt9c,2020-08-08,4,4416,347,
剎藍XBlue,https://www.youtube.com/@xblue1874,2012-07-05,154,13354,347,
貝里 Berry Ch.,https://www.youtube.com/@berrych,2021-07-11,93,5943,349,異種族集會所
ShanYao Ch.山藥君,https://www.youtube.com/@shanyaoch,2015-01-18,77,7487,350,
菓菓 Guoguo,https://www.youtube.com/@guoguo1884,2021-06-12,118,7209,351,
舟舟 JouJou Ch.,https://www.youtube.com/@joujou_vt,2021-08-28,206,16820,351,
秋秋QiūQiū ch. ,https://www.youtube.com/@qiuqiu_ferrets,2021-05-07,25,4155,353,
柊 瑛二 【香港Vtuber】,https://www.youtube.com/@vtuber6444,2020-11-14,184,18689,353,
貝爾‧希普諾絲 Beier Hypnos Ch.,https://www.youtube.com/@beierhypnos_vtuber,2022-11-04,18,2934,354,
雪戀蝶(Kay蝶),https://www.youtube.com/@kayho0831,2013-03-20,117,4621,354,
狐崎冥Kitsunezaki Mei,https://www.youtube.com/@kitsunezakimei,2022-04-13,142,10420,354,
Rikumu Kina Ch. 六夢祈奈,https://www.youtube.com/@rikumukina,2021-03-17,1,153,355,異種族集會所
冊心kokoro【妖妖林所屬】,https://www.youtube.com/@kokoro760,2013-11-03,123,11040,356,妖妖林
Ao8 青葉 Ch.,https://www.youtube.com/@ao8channel,2020-06-14,85,10269,356,
Kanon Ch. 椛音かのん,https://www.youtube.com/@kanonch.9925,2022-03-13,9,8271,357,
夕剎XISA,https://www.youtube.com/@xisa_sama,2022-08-09,130,11018,357,
LLT5藝輪點燈 Official,https://www.youtube.com/@llt5official,2020-12-31,10,3253,358,Lamplighter5
kono 858,https://www.youtube.com/@kono8582,2021-07-23,431,16396,360,
白石久桃 Shiraishi kumomo Ch.,https://www.youtube.com/@kumomoshiraishi,2022-07-13,55,8773,360,
沁如夏 RuSha Ch.,https://www.youtube.com/@rushach.9366,2021-04-20,213,12976,362,
灰野白 ch.,https://www.youtube.com/@ch.whitewhite,2015-06-07,230,17143,362,
星合 豊/Hoshiai Yutaka ch. 澳門Milspec_Vtuber,https://www.youtube.com/@hoshiaiyutakachvtuber,2017-02-13,523,21641,362,
庚庚 Kanoe,https://www.youtube.com/@kanoe6624,2020-04-03,372,38562,363,回家部
Hana_Vtuber,https://www.youtube.com/@hanavtuber,2021-10-31,150,44567,363,
悠月∞露世,https://www.youtube.com/@yutsuki_rose,2020-11-07,311,18375,363,
綺尼婭QiNya ch.,https://www.youtube.com/@qinyach,2019-08-02,578,16349,363,
蓓卡 Becca Uhr ch.,https://www.youtube.com/@becca_uhr,2021-10-17,123,9079,364,
哈迪斯 Ch. HadesLive-TW,https://www.youtube.com/@ch.hadeslive-tw9213,2015-03-27,232,9973,364,
小林具瓏 Ch. HK vtuber,https://www.youtube.com/@ch.hkvtuber9665,2021-11-02,50,8531,365,
堤拉米蘇 TiraMisu,https://www.youtube.com/@tiramisu,2011-03-12,55,4559,365,
姬野鵲Kasasagi Channel,https://www.youtube.com/@kasasagichannel128,2021-03-16,2,895,366,
神道能,https://www.youtube.com/@unknownno.5527,2021-10-24,34,3980,366,
#⚙️長木友勝⚙️Nagakitomokatsu,https://www.youtube.com/@nagakitomokatsu3503,2021-08-22,69,7391,366,
櫻庭良 Sakuraba Ch.,https://www.youtube.com/@sakurabach,2020-08-19,193,18822,366,
米秝Mily,https://www.youtube.com/@mily4267,2020-07-07,76,4175,367,超異界通信+
卡利Karley ♪,https://www.youtube.com/@karley_,2016-09-17,4,1432,367,
渡清夢Kiyoyume Ch.,https://www.youtube.com/@kiyoyumech.,2016-03-08,115,6183,367,
Ikuman the Magical creature いくまん Ch.,https://www.youtube.com/@ikumanthemagicalcreaturech1502,2019-08-14,18,2634,368,
EPO,https://www.youtube.com/@epo_live,2017-08-15,65,13259,368,
溫影夢《破曉鴻羽》,https://www.youtube.com/@inyume,2021-05-14,165,24742,369,破曉鴻羽
亞實 みのる【HKVtuber】,https://www.youtube.com/@minorumola2,2021-11-26,114,16914,369,
OkitaBuru ch. 沖田ブル ,https://www.youtube.com/@okitaburuch.,2014-11-05,34,21451,370,
晚安堇 GoodNightCula,https://www.youtube.com/@goodnightcula9652,2022-04-25,43,4522,371,
納緹Nati Ch.,https://www.youtube.com/@nati_vtuber,2022-05-21,49,5210,372,托帕酒館
阿柴QianChai Ch.,https://www.youtube.com/@chaichaiqwq,2015-09-10,58,6364,372,NPC
ch.白鴉カレヤ ,https://www.youtube.com/@ch.421,2021-07-15,8,2477,373,
丹楓君ダン・フェン君,https://www.youtube.com/@danfengxishangch,2017-10-07,32,3301,373,
Mori Hotaru Ch. 森 ホタル [HKVtuber],https://www.youtube.com/@morihotaruch,2021-06-04,74,10044,373,
李翁 liweng Ch.,https://www.youtube.com/@liweng0821,2021-07-07,25,2383,374,異世界瘋食堂
墨明 MOMIN  ,https://www.youtube.com/@momin4451,2021-04-21,1,14,374,
MangFeng Ch. 芒楓,https://www.youtube.com/@mangfeng_vtuber,2016-07-12,88,10289,374,
Aron Nea Ch.阿朗涅亞,https://www.youtube.com/@aronneach.4889,2021-05-07,122,8421,374,
Michelle TW,https://www.youtube.com/@michelletwv,2012-11-22,447,31210,374,
Aorëa Ch. 迪莫尼奧 & 狄瓦思,https://www.youtube.com/@demonioanddeath,2020-10-31,237,16688,375,曙光學院
Azujaku Ch. 梓雀,https://www.youtube.com/@azujaku,2021-08-15,72,7931,375,
柔木月.美食型V(HKVtuber ),https://www.youtube.com/@yawaragitsuki,2021-10-04,119,15038,376,
伊勒絲‧巴妠 / Yileis·Bana【Synn Studio】,https://www.youtube.com/@yileisbanasynnstudio3759,2021-10-09,86,7288,377,Synn Studio
茶醉君,https://www.youtube.com/@user-id2mh8lr3b,2020-12-24,1,261,379,
MOすめ_Mosume_高雄某素梅,https://www.youtube.com/@mo_mosume_9538,2021-08-07,46,7919,379,
希爾芙Sylph ch.,https://www.youtube.com/@sylph_dog,2021-11-20,46,4005,381,
Hikari Ch.姬野ひかり,https://www.youtube.com/@himenohikari,2021-06-23,80,15268,381,
Kaya Ch. 月見カヤ,https://www.youtube.com/@kayach.,2021-03-26,149,20985,381,
Mashiro Ch. 猫月ましろ,https://www.youtube.com/@nekotsukimashiro,2022-01-21,55,3467,382,
Keiya Ch. 時殲京矢,https://www.youtube.com/@tokihorokeiya,2021-07-24,310,20872,382,
狼座謬堤.OkamizaMewti_TL,https://www.youtube.com/@okamizamewti,2021-09-21,126,14914,383,Trifling Light
七兔,https://www.youtube.com/@nayomi0204,2021-05-18,10,6120,383,
御村米夏 MimuraYoneka Ch.,https://www.youtube.com/@mimurayonekach.1489,2021-06-23,147,12111,384,
斯諾艾爾芙,https://www.youtube.com/@snowelf_twvtuber,2020-04-29,161,15503,384,
牧犁MuLi ch.,https://www.youtube.com/@mulich.3789,2022-08-17,4,2027,386,
冰熊 氷 クマKoriKuma ch.,https://www.youtube.com/@korikumach.7384,2020-04-22,100,7232,386,
蓓爾妲Beta【深層星工作室】,https://www.youtube.com/@beta_1122,2022-12-18,11,3947,387,深層星工作室
Esperar Live【官方】,https://www.youtube.com/@esperarlive1729,2022-05-24,2,16864,387,Esperar Live
KerLiya ch.刻爾莉雅,https://www.youtube.com/@kerliya,2021-09-13,200,8930,387,
ichigo ch. 羽川莓,https://www.youtube.com/@ichigoch.7241,2020-11-14,83,7315,389,
【五月七日 可梅利亞】-つゆり Camellia,https://www.youtube.com/@camellia0507,2021-10-02,119,11081,389,
雪骨小白_Shiro【HKVtuber】,https://www.youtube.com/@shiroonlive,2018-09-22,267,26349,389,
雨宫南Minami_Official,https://www.youtube.com/@minami_official8700,2021-08-31,8,3406,390,
酥香魷濔 Youmi Ch.,https://www.youtube.com/@crispyyoumich,2022-03-24,116,4071,390,
靜牧真ボクシンCh.,https://www.youtube.com/@shizukatako,2020-12-11,144,18154,390,
明天哪哈AshitaNaha Ch.,https://www.youtube.com/@ashitanahach.8976,2020-11-20,179,16578,390,
卡蜥斯ĶÄXĨ$Į台V第一蜥蜴🦎委託開放中𒐪,https://www.youtube.com/@kaxisi7414,2021-06-02,156,22883,391,
冰咲ユキセ / Yukise,https://www.youtube.com/@yukise0826,2020-03-24,259,29168,391,
土芒果社-夜想,https://www.youtube.com/@shounenwind,2009-06-15,127,7932,392,土芒果社
Limi ch.黎汨,https://www.youtube.com/@limimilili,2015-01-30,157,11343,392,
夏冬夜Toya,https://www.youtube.com/@toya,2013-11-23,196,14897,392,
霓奈KIKIRARA,https://www.youtube.com/@kikirara22,2014-10-03,20,11435,393,
矢澤狭久Yazaza Ch.,https://www.youtube.com/@yazaza487,2020-10-23,80,5587,393,
Necro Ch.虎靈ネクロ,https://www.youtube.com/@hulingnecro,2021-03-03,157,32171,393,
七琉璃雨,https://www.youtube.com/@liyu_0610,2022-09-24,33,2724,396,
千田悠依奈 ch.,https://www.youtube.com/@sento_yuina,2021-07-18,36,3469,397,
Haruka Ch.千影はるか【HKVtuber】,https://www.youtube.com/@harukach.hkvtuber7603,2021-02-11,16,5804,398,
恰克chark ch.,https://www.youtube.com/@charkch.0614,2021-05-24,83,11813,398,
咪亞Miya,https://www.youtube.com/@miya-ki5lx,2020-11-30,86,7800,398,
翠瞳四靜_Shisei,https://www.youtube.com/@_shisei9501,2020-02-19,144,10019,399,夜貓森友會
歌音カノン,https://www.youtube.com/@kanon_0323,2021-04-25,25,10844,399,
レレイ緒文,https://www.youtube.com/@user-zw6vg7os7v,2020-10-06,15,2343,400,超異界通信+
[Vtuber] Zeta Ch,https://www.youtube.com/@vtzetachannel,2021-01-25,4,258,400,
神田なつせ Natsuse Ch.【Vtuber】,https://www.youtube.com/@kandasan,2014-03-11,119,13615,400,
發發ファファ_Ch. ,https://www.youtube.com/@fafa_vtb,2014-12-05,48,134635,401,雲際線工作室
九段 Kudan,https://www.youtube.com/@kudanvt,2020-12-19,71,90638,402,
YangyuYUI Ch. 陽羽ユイ,https://www.youtube.com/@yangyuyuich,2021-04-13,102,9211,402,
矢花まい魅 Yabana MaiMei【HK Vtuber】,https://www.youtube.com/@yabanamaimeihkvtuber1969,2021-06-23,72,10962,403,
藝能行者の愛莉卡／秋田 エリカ Akita Erica【Multilingual Vtuber】,https://www.youtube.com/@akitaerica,2010-07-10,213,14946,403,
天祿&亞祿 Tianlu&Yalu  Ch.,https://www.youtube.com/@tianluyaluch.390,2021-05-21,122,17911,404,
Virtual-Neet Meko,https://www.youtube.com/@virtualneetmeko,2019-09-05,250,23011,404,
Burububi Ch. 布魯布比,https://www.youtube.com/@burububi,2020-11-02,27,5556,405,
泰勒 Mr.Taylor Channel,https://www.youtube.com/@mrtaylorchannel,2019-03-30,410,69335,405,
Furu Ch. 芙露 ,https://www.youtube.com/@furu1011,2021-06-13,95,9402,406,森羅異獸咖啡館
白鳥公治 Kimiharu Ch.,https://www.youtube.com/@shiratorikimiharu,2021-10-09,148,13903,407,
心花りりゆ,https://www.youtube.com/@ririyu_vtuber,2020-12-11,96,8930,408,超異界通信+
Ch.PsycheMori,https://www.youtube.com/@ch.psychemori5452,2021-06-18,15,1107,408,Missing失蹤人口
ELA-エラ,https://www.youtube.com/@ela-8395,2018-11-04,20,12859,408,ReBirth
拓始,https://www.youtube.com/@takushi_topo,2021-09-18,19,7327,408,Smilelive
喵井紅葉,https://www.youtube.com/@meowimomiji,2020-06-23,327,15239,408,
多拉姆【VTuber】南台多樂系,https://www.youtube.com/@spaceship112,2020-07-08,58,21944,410,南臺科技大學多媒體與電腦娛樂科學系
Lord Ken 肯爵爺,https://www.youtube.com/@lordken,2015-08-13,50,10132,410,數位卡夫特
伊恩 ‧ 法爾曼 / Aeon Falmen,https://www.youtube.com/@aeonfalmen5940,2021-01-13,119,13778,410,
熙亞 Elicia channel,https://www.youtube.com/@eliciachannel,2021-08-03,16,2630,411,
街狼灰焰Machiogami Kaien Ch.,https://www.youtube.com/@machiogamikaiench.5731,2021-08-07,197,13789,411,
BrownRing Ch.棕響,https://www.youtube.com/@brownringch,2021-02-01,9,6462,414,
Tuna Ch.,https://www.youtube.com/@tunach.54,2021-06-26,77,17087,414,
Sachi.ch天照 幸,https://www.youtube.com/@sachich,2020-06-28,88,26468,414,
MoBi ch.牟毗,https://www.youtube.com/@mobich.9745,2020-08-21,142,10048,415,My Friends
結姬 釉/Yuihime Yuu,https://www.youtube.com/@yuihimeyuu2265,2021-06-08,34,4611,415,
AceLan Ch. 阿斯嵐特,https://www.youtube.com/@acelanch.5042,2021-12-10,29,6330,416,異世界瘋食堂
Y2 / 歪兔WaiTu ch.,https://www.youtube.com/@y2waituch,2021-04-17,63,11986,417,
音瀧克洛斯 Ototaki klos ch.,https://www.youtube.com/@ototakiklos_ch.,2021-08-25,47,6987,418,
安森‧薯條 Ch.,https://www.youtube.com/@ch.7203,2014-07-25,231,17465,418,
天巡なき 2/28新衣裝【HKvtuber】,https://www.youtube.com/@nakitenjun17,2021-08-10,81,9059,419,
Hayim ch. 海伊姆 ハイム,https://www.youtube.com/@hayimch.2482,2013-11-15,17,5879,420,
穆夏夏 Natsuko VOD Official,https://www.youtube.com/@musha0324_vod,2011-12-07,206,7439,420,
悠芮霓思 Uranus ch.,https://www.youtube.com/@uranusvtuberch.,2022-04-30,22,4606,423,
K級冒險者 紫川金雨 / Kinu,https://www.youtube.com/@murasakigawakinu,2022-04-04,111,83768,423,
莉之子 Raichi Ch.,https://www.youtube.com/@raichich.0621,2022-04-17,140,10506,423,
莉可蘿 Likelo,https://www.youtube.com/@likelo7699,2021-07-19,76,9506,425,AsokO
天馬 修 Tianmaxiu Ch.,https://www.youtube.com/@tianmaxiu,2022-08-23,58,17609,425,
楠木野雪兔 Ch.【台港Vtuber】,https://www.youtube.com/@yukiusa_v,2021-07-07,107,14154,425,
月眉,https://www.youtube.com/@kizunanofantasy,2011-09-16,990,83697,425,
Gen ch.黒沢 弦【EXILE】,https://www.youtube.com/@genchexile,2021-04-30,52,7189,426,
W ch. 神光ダブル,https://www.youtube.com/@winter4t2h,2014-07-06,65,111382,429,GAN Entertainment
甘蔗,https://www.youtube.com/@user-ru2cs7uh5w,2021-02-01,20,3989,430,
喵奴絲 meownus,https://www.youtube.com/@meownus4194,2021-06-30,8,2009,431,
由奈サキ ch.,https://www.youtube.com/@yunasaki,2022-01-27,3,992,432,
莉希特Licht Ch.,https://www.youtube.com/@lichtch.,2022-11-14,13,3466,432,
紫弘 Hiroshi Ch. 【HKVtuber】,https://www.youtube.com/@hiroshich.hkvtuber8781,2022-03-14,122,21517,432,
浣熊 KinaRira ch.,https://www.youtube.com/@kinarira_hkvtuber,2012-09-02,34,5805,433,
Yumu Ch. 天城ゆむ ,https://www.youtube.com/@yumuch.6750,2021-07-21,126,11525,433,
狐塚千秋【Vtuber】,https://www.youtube.com/@chiakifox,2020-10-18,152,17268,433,
LongHua Ch.  曨華 ,https://www.youtube.com/@longhua_v,2021-05-12,235,18695,433,
里歐 賀拉斯 ch. Leo Horace,https://www.youtube.com/@ch.leohorace1576,2021-10-30,156,14372,434,托帕酒館
伽 Ikaro Ch. 【勞工花枝LGHZ】,https://www.youtube.com/@lghz_ikaro,2021-07-24,122,12306,434,
BI PU  Ch.,https://www.youtube.com/@bipu1214,2021-06-18,216,15454,435,Black Rally
Little Channel-莉絲X優桃【香港VTuber】,https://www.youtube.com/@littlechannelry,2020-04-04,143,16489,435,
默夜ch,https://www.youtube.com/@mokuya,2012-06-06,508,24561,435,
採墨🌶 🌷Chatmur Talk Ch.,https://www.youtube.com/@chatmurtalk,2021-12-11,21,5957,436,ENDlive
貝兒雞雞,https://www.youtube.com/@yedda970,2019-03-08,96,40921,437,
"林雅婷 ch. Lin, Yating",https://www.youtube.com/@lin_yating,2022-04-04,106,4996,437,
【宇智波比】LOnely_Ash,https://www.youtube.com/@lonelyash3,2011-07-20,135,128442,438,That Must Golive
咩D ch.,https://www.youtube.com/@dch.8656,2017-02-03,118,20856,438,
雪櫃 / Reiha Ch.,https://www.youtube.com/@reiha_refri,2014-05-14,150,20018,438,
奎倫Ch.,https://www.youtube.com/@ch.5827,2020-10-29,16,3016,439,
Mingixuyuki ch. 冥雪yuki,https://www.youtube.com/@mingixuyuki,2018-08-06,57,5528,440,林間小鎮
阝千翎,https://www.youtube.com/@haokute,2017-07-19,138,64912,440,
甜蜜の奶油 クリーム ch,https://www.youtube.com/@kurimu520,2021-03-25,242,36183,440,
漣玥 - 個人勢Vtuber,https://www.youtube.com/@lenyueh,2022-09-07,100,18683,442,
白鼬かあの,https://www.youtube.com/@hakuyukaano,2021-04-19,94,21900,444,
天犂謬那Myuna ch.,https://www.youtube.com/@amasuki,2021-03-05,103,17620,444,
石狛海栗 Isikoma ch.,https://www.youtube.com/@isikomach.7099,2021-07-10,114,10664,444,
White Ch. 有栖ホワイト,https://www.youtube.com/@whitech.7184,2021-06-02,152,17899,444,
紙箱頭 BoxHead Ch.,https://www.youtube.com/@boxheadch,2012-07-22,163,8378,447,
Kamine Ch. 祇音(기음),https://www.youtube.com/@kaminech.7451,2022-01-31,156,12242,447,
寂仙フィナ Finna Ch.,https://www.youtube.com/@finna.,2021-06-01,135,9776,449,
YIN NAI 尹奈.夏洛緹爾 ch.,https://www.youtube.com/@yinnaivtb,2021-02-08,136,15694,450,
墨寒,https://www.youtube.com/@mohan_vtuber,2022-10-07,151,47509,450,
鬼守桃音momone,https://www.youtube.com/@momone3900,2021-12-18,70,5090,451,Kiseki Plain
生深 / Umi,https://www.youtube.com/@umimiowo,2022-04-02,11,49881,452,
Alice Tarrandalf ch.【HKVtuber】,https://www.youtube.com/@alicetarrandalf,2015-12-25,44,5984,452,
宗樹-かずき- Ch.,https://www.youtube.com/@--ch.5050,2019-08-21,89,9432,452,
希艾絲 CS💻,https://www.youtube.com/@csua,2022-08-30,50,6180,453,LUVMELIVE
Thea西婭 Ch.,https://www.youtube.com/@birdthea10,2020-12-13,20,1679,453,
土芒果社-鰭鱗漉,https://www.youtube.com/@tmgkrl,2021-06-26,67,9035,454,土芒果社
音織絹花 Kinuka Ch.,https://www.youtube.com/@kinuka,2021-05-12,48,10858,454,Wings Live
星蝶ミミ.Ch-hoshichoumimi. Ch,https://www.youtube.com/@ch-hoshichoumimich,2013-03-07,197,24340,454,
藤咲紫夜Fujisaki Shiya,https://www.youtube.com/@fujisakishiyayaya,2020-08-01,232,16761,456,异世界公会
紗倉音恋ちゃんねる,https://www.youtube.com/@sakuraneko29,2021-04-05,151,21773,457,
雨嵐Vtuber,https://www.youtube.com/@vtuber8537,2020-07-03,17,5274,458,
天野結城 Amano Yuuki,https://www.youtube.com/@amanoyuuki0729,2023-01-20,1,1534,459,鮭貓工作室
廢柴作家愛鯊客,https://www.youtube.com/@ilovedog40436,2009-11-06,1,2220,459,
多彌歐卡タミオカ Channel,https://www.youtube.com/@channel-hs5dk,2021-04-18,231,18731,459,
軒轅虛 & 軒轅姬 【香港VTuber】,https://www.youtube.com/@kyondarkness,2015-06-10,285,33503,459,
月下懶貓LunyMeow,https://www.youtube.com/@lunymeowvtuber,2020-07-22,11,4164,460,
【香港Vtuber】夢見 はじめ,https://www.youtube.com/@vtuber6128,2020-11-10,9,1707,461,
千秋 /chiaki ch.,https://www.youtube.com/@chiakich.,2021-06-03,157,14463,461,
Chubi Ch.,https://www.youtube.com/@chubich.5892,2020-12-29,30,6395,462,
Asuka Mari Ch. 飛鳥まり,https://www.youtube.com/@asukamari,2020-12-01,9,14336,463,
白花ごま Ch.,https://www.youtube.com/@ch.5852,2020-08-07,2,2465,465,
Four Ch.四錦,https://www.youtube.com/@fourch.9296,2022-01-21,124,13747,465,
珞芙 - Loffy -,https://www.youtube.com/@loffykawas,2021-08-09,38,7934,466,Kawas Project
グミワワ Ch.,https://www.youtube.com/@gumiwawa,2016-12-22,198,19377,467,
Ebisu Asa .   夷 アサ,https://www.youtube.com/@ebisuasa,2021-12-22,76,23242,468,
King Claude Ch.,https://www.youtube.com/@kingclaude1st,2020-09-28,51,4214,469,
寺呈 SiCheng Ch.,https://www.youtube.com/@sichengch,2021-10-04,123,32511,470,
Ding's Gaming Channel,https://www.youtube.com/@dingsgamingchannel,2009-04-07,731,54461,470,
沐幽 MukJau Ch.,https://www.youtube.com/@mukjau,2021-07-02,2,1900,471,
Azumi Ch. 十龜あずみ,https://www.youtube.com/@azumich.1403,2020-09-15,77,7073,472,
白希 Hikuto Ch.,https://www.youtube.com/@hikutoch.8376,2017-08-11,143,13355,472,
小樹 新生Vtuber,https://www.youtube.com/@angellove7011,2012-07-05,168,12679,472,
Rainbow Yuni ch. 藍寶 ユニ ,https://www.youtube.com/@rainbowyunich.,2021-07-30,101,8359,474,Sexy Monkey
我是阿夢-CK Is Dreaming,https://www.youtube.com/@-ckisdreaming9125,2017-02-27,176,12417,475,幻雪琉璃的夢境
Luoyi ch.洛伊,https://www.youtube.com/@luoyich,2021-01-16,8,651,475,
錨星こすも Kosumo Ch.【HKVTuber】,https://www.youtube.com/@kosumoch.hkvtuber3056,2021-09-02,11,7094,475,
